==============================================================================================================
AURA COMPLETE FILE INVENTORY
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/proto.tab_i       32,768 tab_i      af6f186acaae403200f7c1c407a4826777011502ce1aa5a4c3b11943d87aebd9
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/proto.tab_i.len            8 len        24b5d6e79d4d3dab7575da7f0beceafa9281c19295c6ce5ab31951db761ef188
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/source-to-classes.tab        4,096 tab        701e4ffaddf28737379d09ef60555e94d758cc196aa311a1c35f12c4d731c262
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/source-to-classes.tab.keystream        4,096 keystream  79a17dba59dd5b7c247264846c5dfab5ac90493eb2153e83bab33c3126e110e1
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/source-to-classes.tab.keystream.len            8 len        976aa270049d928d812c276cd65d3fcee5db0c4ce07fc78dd18c84962b4f4606
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/source-to-classes.tab.len            8 len        708e21ef20762db9e4bbcd610d0ad759776a9a8d9766fd8da52760d74e6c9d76
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/source-to-classes.tab.values.at          214 at         8077d99bbfb60f452a2bca022342d2ff5e783410671f49248f3affa257a470a3
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/source-to-classes.tab_i       32,768 tab_i      2debd60c92c8fae781f35f1b6f40ed59c8e8b563ca003cce72190324b30a7f1c
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/source-to-classes.tab_i.len            8 len        24b5d6e79d4d3dab7575da7f0beceafa9281c19295c6ce5ab31951db761ef188
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/subtypes.tab        4,096 tab        b61bccd126b1bc230920265e8bba72a58b3de51c6483159a978a4112c6dfe1b9
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/subtypes.tab.keystream        4,096 keystream  daff0f15a5a09f9f444c8286747c5da3ea85a7a3af8cfdb5476a87f5b6d0acec
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/subtypes.tab.keystream.len            8 len        220b2f8d3e09ffab8feb349a5a0876dcf3325fa0a91514839622d2aca8159041
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/subtypes.tab.len            8 len        89e0c32363a8888175ce9f2e88e7d410b693b21a18a98c755d671dae7ac2a502
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/subtypes.tab.values.at          130 at         79056de805c311d95fc089e8c7d104244bf9ef74c583408a4ef884d21ae109f4
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/subtypes.tab_i       32,768 tab_i      ed2194adad7506141300a908ed72fc3c0034fa9d02c437c936636f9f07cad075
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/subtypes.tab_i.len            8 len        24b5d6e79d4d3dab7575da7f0beceafa9281c19295c6ce5ab31951db761ef188
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/supertypes.tab        4,096 tab        a58629220475de0a5255ce275e3d904d2c74e0d7815e1ed5dcc1b1b44ca0e6e7
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/supertypes.tab.keystream        4,096 keystream  0480882ea0bcc7809608287cadd4963e0518120e1fa1aec67f644b05ad712e72
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/supertypes.tab.keystream.len            8 len        baf3171d1044111c1e2cf1fcc0f9c94f045ff22d338fd8f0425ce228a2ec2ac6
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/supertypes.tab.len            8 len        708e21ef20762db9e4bbcd610d0ad759776a9a8d9766fd8da52760d74e6c9d76
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/supertypes.tab.values.at          143 at         8764453c2cdc586c898655f6615ff4cf2f8bb2cb39de198af1ed52cc3c973fff
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/supertypes.tab_i       32,768 tab_i      c1b571cf88a3ff31d67f05054efa5d012aca60ece2c8f8dc4699e6f9968808b8
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/jvm/kotlin/supertypes.tab_i.len            8 len        24b5d6e79d4d3dab7575da7f0beceafa9281c19295c6ce5ab31951db761ef188
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/lookups/counters.tab            3 tab        f4264fa5a25ba11ef2d19da54dcfb3274407eb15c775cb355dd88722fe4aa5bc
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/lookups/file-to-id.tab        4,096 tab        6020237df03d9c797c54575f34312e2895f387e64401d539ef696b41ca8a8b6a
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/lookups/file-to-id.tab.keystream        4,096 keystream  79a17dba59dd5b7c247264846c5dfab5ac90493eb2153e83bab33c3126e110e1
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/lookups/file-to-id.tab.keystream.len            8 len        976aa270049d928d812c276cd65d3fcee5db0c4ce07fc78dd18c84962b4f4606
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/lookups/file-to-id.tab.len            8 len        708e21ef20762db9e4bbcd610d0ad759776a9a8d9766fd8da52760d74e6c9d76
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/lookups/file-to-id.tab.values.at           61 at         4e6d9daabb1d42a5c0ba92467eb7856e23d4d70cc00e401bd8bd0f2ad2bdc859
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/lookups/file-to-id.tab_i       32,768 tab_i      2debd60c92c8fae781f35f1b6f40ed59c8e8b563ca003cce72190324b30a7f1c
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/lookups/file-to-id.tab_i.len            8 len        24b5d6e79d4d3dab7575da7f0beceafa9281c19295c6ce5ab31951db761ef188
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/lookups/id-to-file.tab        4,096 tab        6d6e5e78b1d8803870679f14901a9e9f913ebb30051a6efcdd558bba75a30314
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/lookups/id-to-file.tab.keystream        4,096 keystream  9018bbab392749b2831fba33c3f7dfed67ae118d883fe92ae421f7fa7da7248c
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/lookups/id-to-file.tab.keystream.len            8 len        cd04a4754498e06db5a13c5f371f1f04ff6d2470f24aa9bd886540e5dce77f70
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/lookups/id-to-file.tab.len            8 len        708e21ef20762db9e4bbcd610d0ad759776a9a8d9766fd8da52760d74e6c9d76
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/lookups/id-to-file.tab.values.at          206 at         b5d3b337d3b90794575a835329c0618ada44b318658a96d587c59fe272fb9175
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/lookups/id-to-file.tab_i       32,768 tab_i      237de44a3f65c9413fc2e6cca3f713c08c0519943a6f3445e0c7cfb2bebec14d
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/lookups/id-to-file.tab_i.len            8 len        24b5d6e79d4d3dab7575da7f0beceafa9281c19295c6ce5ab31951db761ef188
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/lookups/lookups.tab         4,096 tab        9188d8d47bd69b675cf969e704cc7b4e18c1a1abdfc6efa7d1fda877be97df4b
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/lookups/lookups.tab.keystream        4,096 keystream  b9a2459873bdc4971fa34342d4a76255063f79326d5b01c43190ee8822a87f67
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/lookups/lookups.tab.keystream.len            8 len        0ce9f21feda8089ecd3ea33a4c4e54c271c1eedfdf7f02cfc0d315047b46a97a
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/lookups/lookups.tab.len            8 len        e0b5436a04eafac910a94583e71d772a2d786e9aa272a4e0cb9ac108c9c8a0a1
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/lookups/lookups.tab.values.at          641 at         85d7cd6727bd2caa13871d69efb647485e9211c137d829b60c555360795bc584
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/lookups/lookups.tab_i       32,768 tab_i      194bc59eac6c3e3b40efea9787c578976e4dd849f890b0b0613c3c46e7254d8a
android/app/build/kotlin/compileDebugKotlin/cacheable/caches-jvm/lookups/lookups.tab_i.len            8 len        24b5d6e79d4d3dab7575da7f0beceafa9281c19295c6ce5ab31951db761ef188
android/app/build/kotlin/compileDebugKotlin/cacheable/last-build.bin                            18 bin        88e58d03dc5572f46199216194f4dc787180c9239db76f8bab5bbb8698477620
android/app/build/kotlin/compileDebugKotlin/classpath-snapshot/shrunk-classpath-snapshot.bin        4,800 bin        e3a6da58dccf9e6138a4f0dcb6dc021c562c9747a043801b1b9e90ce14500e82
android/app/build/kotlin/compileDebugKotlin/local-state/build-history.bin                       31 bin        b78d619a703f0d46def4f85e385e763ac678578f31fccd5bff4ee7da6f09ea65
android/app/build/outputs/logs/manifest-merger-debug-report.txt                             11,927 txt        1e4bd8d4105b8d59ce7fa11bda1505c433d2fd7472653be284ce5364b946cbd0
android/app/build/tmp/kotlin-classes/debug/META-INF/app_debug.kotlin_module                     24 kotlin_module e2b8b5222719fa218b9edf00bd059ea76cac07e46ba03d8cf9a1569e3fe35f0e
android/app/build/tmp/kotlin-classes/debug/com/aura/aura_assistant/AlarmWakeActivity$Companion.class          951 class      b02828603a0479911571198b5f195da9d37a1dc9ed1db722b6ee18b8771da5c3
android/app/build/tmp/kotlin-classes/debug/com/aura/aura_assistant/AlarmWakeActivity.class        2,698 class      7e51e40ec0c81eb0dfe73261328418e995f250094470fbc4b6c4c15f909ed433
android/app/build/tmp/kotlin-classes/debug/com/aura/aura_assistant/MainActivity.class          586 class      c547620949c41f701bfe7c545b6bd0b6ffe4d8362191f21b91cd063164dbc6fb
android/app/build/tmp/packJniLibsflutterBuildDebug/MANIFEST.MF                                  25 MF         566ad1.9.200026d05099562645ce968ff0e7c36cde22634332605bb34cc3eff
android/app/src/debug/AndroidManifest.xml                                                      206 xml        328b226e78d9b8c914131dd388a60df02cf1bcf0afe208888e4d97f126da2a83
android/app/src/main/AndroidManifest.xml                                                     3,879 xml        2c19dfb4f698fc586ed3121fe4edf936462b49d5d5aaf1dc9e8c6680b56e3e3d
android/app/src/main/java/io/flutter/plugins/GeneratedPluginRegistrant.java                  5,413 java       e6167229a468009b40d20aa8d3ca33b606343259352b970eaa70f6400ac672cc
android/app/src/main/kotlin/com/aura/aura_assistant/AlarmWakeActivity.kt                     1,373 kt         4b4b82fc3ec04c867385514fc108371bf34e0b7aac2856b61b3c8f3903319166
android/app/src/main/kotlin/com/aura/aura_assistant/MainActivity.kt                          9,624 kt         2b2971c49738d80f41ad31f6cb5612b76391cbe7564a6eb895380021507a41c0
android/app/src/main/kotlin/com/aura/aura_assistant/OverlayPlugin.kt                        28,041 kt         f5a17258a0dd2e8b9dfab5a325434f38985316cb46793d6c776ef581bfd41224
android/app/src/main/kotlin/com/aura/aura_assistant/ScreenCapturePlugin.kt                  17,495 kt         c9cc183ca242c3860878dc0638c198b0b93e057088dc1a36718579437b127f39
android/app/src/main/res/drawable/launch_background.xml                                        182 xml        db6df1815a65e1671ed3b17c0b6f49c7ce0d45ccd29dfa5a2cacde3606f1c6da
android/app/src/main/res/mipmap-hdpi/ic_launcher.png                                            66 png        4a16ec40112698cf02b9abd3d18c8db65ce40f48f2c61076b45de58695f16532
android/app/src/main/res/mipmap-mdpi/ic_launcher.png                                            66 png        4a16ec40112698cf02b9abd3d18c8db65ce40f48f2c61076b45de58695f16532
android/app/src/main/res/mipmap-xhdpi/ic_launcher.png                                           66 png        4a16ec40112698cf02b9abd3d18c8db65ce40f48f2c61076b45de58695f16532
android/app/src/main/res/mipmap-xxhdpi/ic_launcher.png                                          66 png        4a16ec40112698cf02b9abd3d18c8db65ce40f48f2c61076b45de58695f16532
android/app/src/main/res/mipmap-xxxhdpi/ic_launcher.png                                         66 png        4a16ec40112698cf02b9abd3d18c8db65ce40f48f2c61076b45de58695f16532
android/app/src/main/res/values/colors.xml                                                     257 xml        8f2b7f7b5af8673f660fe4ddf52d17aeb9edb30336557a475cce4c6fd1e66ccd
android/app/src/main/res/values/strings.xml                                                    116 xml        6dcd037c41a2747b60f20b7812984c8c66432328375c191f7c3779eef5757b7f
android/app/src/main/res/values/styles.xml                                                     405 xml        672628198be07b7f969268fd572d8aec82346415f0254bfdee40de3d345793fb
android/app/src/profile/AndroidManifest.xml                                                    208 xml        d67e589851a932d163df047101b0313ec131f775db4430cbdcc88f68aeae8a6e
android/build.gradle                                                                           417 gradle     d3beab27a30c637f6d334526c33a6ffd879649a261e3383c67807bc7013b40f9
android/build.gradle.bak                                                                       322 bak        8904cf3c607888fc5006d7d6e6f294cbe73c09dfeac553c24b3809a40a4ebbff
android/gradle.properties                                                                      272 properties bae7ff639a5d470417c6219f03610496dc235a7f6ab5fce44450b99ddceba830
android/gradle/wrapper/gradle-wrapper.jar                                                   53,636 jar        16caeaf66d57a0d1d2087fef6a97efa62de8da69afa5b908f40db35afc4342da
android/gradle/wrapper/gradle-wrapper.properties                                               199 properties 4a4ca7895b1f1c8f573f9d8535d0594f8cea6c13c7d45c006646ee006a84466f
android/gradlew                                                                              4,971 none       ec56c02543666d92d9ac5ae7fcc48f88ce4de0deb8b7f9b39928ca46f68c1b2b
android/gradlew.bat                                                                          2,404 bat        c13c6e91b9a517783976de213d46398c661ea9e17651376d7301e839eaedcc62
android/local.properties                                                                       151 properties 4be8e207661e44d55505fbde68e447e7e9d52637a4a67f7857c2c59f1b9b3534
android/local_maven/androidx/annotation/annotation/1.1.0/annotation-1.1.0.jar               28,478 jar        d38d63edb30f1467818d50aaf05f8a692dea8b31392a049bfa991b159ad5b692
android/local_maven/androidx/arch/core/core-common/2.2.0/core-common-2.2.0.jar              11,657 jar        65308a06b1c00ee186cb9e19321383f043b993813f1522c47f4a3e3303bdba41
android/local_maven/androidx/lifecycle/lifecycle-common/2.6.2/lifecycle-common-2.6.2.jar       52,314 jar        f34831b6c71cd844e1d35d1be49d5e79447c5ab856346531b1e8676fda7374b1
android/local_maven/androidx/lifecycle/lifecycle-common/2.6.2/lifecycle-common-2.6.2.pom        6,581 pom        57304cdac4da289a6ecdd0738e16b1d8858f1ef8e9fabe2d65a963719fd81dba
android/local_maven/androidx/lifecycle/lifecycle-runtime/2.6.2/classes.jar                  20,559 jar        6ea060cc3ded80fe7ba7407d8b0b6fc7f8ce67c025f67c893ed07b386a86fc77
android/local_maven/androidx/lifecycle/lifecycle-runtime/2.6.2/lifecycle-runtime-2.6.2.aar       21,738 aar        4867fd5279742fba8388821930cb2affe06d81a52814e7e41e70392ea0ef887c
android/local_maven/androidx/lifecycle/lifecycle-runtime/2.6.2/lifecycle-runtime-2.6.2.pom        6,877 pom        8175255546e2a5f510865f84ace680660954730240b1905d9175b4345beda977
android/settings.gradle                                                                      1,094 gradle     a4c3c66921544e569f7bf74a46567151ce7a442e8361469d9da4975bdf78df78
build/native_assets/linux/native_assets.yaml                                                    51 yaml       b436be16ba59725cd801de21e287563571dc35d3ffd8e381a20929e7ced40896
build/test_cache/build/cache.dill.track.dill                                            58,615,432 dill       70345905aa8c8932ccf8d6578942c0fd6f877584d9c906c684857016afad03cd
build/unit_test_assets/AssetManifest.bin                                                         2 bin        f566cc6fccc657365c0197accf3a7d6f80f85209ff666ff774f4dcbc524aa842
build/unit_test_assets/AssetManifest.json                                                        2 json       44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
build/unit_test_assets/FontManifest.json                                                        82 json       28b1eb2b3d2e1ad60b8c8b0f9100b1ccbf492f7fa97f5bebb51ea97e73926e7d
build/unit_test_assets/NOTICES.Z                                                            98,103 Z          1214a6f936d54734f2e915b24b2e91ede79802a31548d97844a29dedea1e32d2
build/unit_test_assets/fonts/MaterialIcons-Regular.otf                                   1,645,184 otf        d9865b671a09d683d13a863089d8825e0f61a37696ce5d7d448bc8023aa62453
build/unit_test_assets/shaders/ink_sparkle.frag                                             13,032 frag       98626fc0edf9ad459cb340a72833c1bd5b9503c1dceef375bdcae64d6a0522ce
l10n.yaml                                                                                      194 yaml       9d2b3b2fd7c8a053ef53af853a3ff481322307cf6d5a0e784010e00a7be4d447
lib/core/agent/agent_confirmation_manager.dart                                               5,573 dart       228549fbc86a5f6169da188467b04bbb7d1976f08193b327e2e3751fd5714023
lib/core/agent/agent_context.dart                                                            9,028 dart       70ec483e6a3b04f12bcd81b75033c15d185780883fabd9a90839b64c4ad4c436
lib/core/agent/agent_engine.dart                                                            29,262 dart       607dc36d44ae4a7a99709ce2f52508834762fc1c0d46ceb6ed0f859b7f321fcd
lib/core/agent/agent_error.dart                                                              1,137 dart       95ba8e3089a521309f1eab384c95a670beeef1345691b24b93727d02d665bcf6
lib/core/agent/agent_executor.dart                                                          13,536 dart       df7e944bf9104ebcfd1c3fa036c8891b0d1f28190ee606047a30cab34e24e0cb
lib/core/agent/agent_intent.dart                                                             4,257 dart       9152123ad5e89891210e7a0144549835d33684975741a301ff4ce6a16f5187ab
lib/core/agent/agent_observation.dart                                                          333 dart       193389f0cc41a9d97aeea9cceedaa253e659015764d0f3aa2f054a8544fc33b1
lib/core/agent/agent_plan.dart                                                               5,842 dart       10dc3c605425a6b24396ae624d4a71e176a722c8d62e677d4b6e18406685a5fd
lib/core/agent/agent_planner.dart                                                            9,775 dart       5fd4aab39d174fc951f0e673fb1a16bfea32c1dfbe15fe834182c34f240acd4b
lib/core/agent/agent_recovery.dart                                                           7,295 dart       e4afe7165101a8e09a3471ebef71215d91c3382e35bd5f78a5bc3a75307e50fa
lib/core/agent/agent_replanning.dart                                                         4,178 dart       33b4c13cca19a9cb38fc54fb7a6426889ed08ce559d8fa82b06231ba0c2c128b
lib/core/agent/agent_result.dart                                                               920 dart       90b3eb921260d7f7ae913142fa5bbb1dbd84d6ac9c2f00dd7a474bf19619f76b
lib/core/agent/agent_state.dart                                                              1,703 dart       3817aa6105def89681b5aa6dc781b8599b19fc88b0d18aad3ff332096d662b80
lib/core/agent/agent_step.dart                                                               4,367 dart       f38478a3eb94912e92910dec21152e4c4c0f9ea48eb884b1c0cee1b5da2fcaeb
lib/core/agent/agent_step_status.dart                                                          535 dart       ce82249195fafaee04de9e1f6721a84ae1fc76b7652e23d3c9b6e88580ee2f67
lib/core/agent/agent_verification_engine.dart                                                8,842 dart       7e28186c1d76dba069dfb2a832f8bb7b4ef15b3980b099c784e756f8db8ecb9b
lib/core/agent/retry_policy.dart                                                             2,046 dart       fca157f06949a43042a39f59f6fbc6c3e2f3fd3f903d5ea650f533927292ffdc
lib/core/ai/agent_engine_adapter.dart                                                        1,630 dart       824a78665591f3681cf18499b63a241fadbef597ec756245bb7655abd739e3e6
lib/core/ai/ai_message.dart                                                                  3,144 dart       615dff0f89012a6ba1f8f5b98f83d4a1ac93d1edbb6a6a60e29070d525cebd52
lib/core/ai/ai_stream.dart                                                                   1,174 dart       e13ec3b89ba7deac59c4e154419fa7409ec853e412cc51cc96f17ab7b65d836e
lib/core/ai/openai_provider.dart                                                             7,396 dart       9c1da5a090b597b7f715a6e85333b8b3e12c8c51210da80567d880457ef9b156
lib/core/ai/provider_exception.dart                                                            899 dart       dcd97d74f75dabdea6e1774e46c759d191e00d104ae46d84c85d2695113029f3
lib/core/alarm/alarm_audio_service.dart                                                      3,641 dart       aa645baede43d01eb1412807c7f9c712fa38e33b627c96aa0100d817ba42354f
lib/core/alarm/alarm_scheduler_service.dart                                                  7,804 dart       00f5b62f58eb0cfe733400c7129878d190146a3044d1ea745440941389b9974b
lib/core/alarm/wake_verification_service.dart                                                9,606 dart       52220db6614d5d3423223230351e7603533b9254c89141869f06b4ab6de78bcb
lib/core/alarm/wake_verification_state_machine.dart                                          2,941 dart       c3a0a72a6548d44797bd13e0aea43b3d1aa7c4b68de658e14ed81516dc42f3b7
lib/core/constants/app_constants.dart                                                        1,640 dart       95d2338a670d401206aae62f78179447e5c0485e0b75c980a7ab86995cf66ada
lib/core/device/android_device_channel.dart                                                  3,566 dart       95c66e7d30a996e70d6fe7bbc1a621de47e27969cf251c4474b0c00774e7c19d
lib/core/device/device_channel.dart                                                          4,404 dart       69864abc303b75db6f2a1474c6f44c357e313e5b7fca1bea80f3535cacd26a97
lib/core/device/device_service_impl.dart                                                     2,128 dart       6b7bba9eb7c0b0cc1bb15e9fc88b463e2694a2503f3a093251ba7cb11dd64dd0
lib/core/device/stub_device_channel.dart                                                     1,470 dart       af87eff54f467c89c433a115f49be2317b9b434c1fe4b6af33bf02aec3d2bb5d
lib/core/errors/failures.dart                                                                7,087 dart       32a003c5919095a5d8e3fa9ad756cdd1dfdcddaacee239df9e76e6b3ac9f0788
lib/core/errors/network_error.dart                                                           3,327 dart       0111d1aebaff6e22d828518c802e7f356221d5c5e392d358d9d816d4ba2b5388
lib/core/errors/result.dart                                                                  3,073 dart       ba9bfbe67ce28a6f9f956941a0c58f9bb06ecd96d1ff4182302cc06653fa7746
lib/core/floating_aura/floating_aura_constants.dart                                          1,960 dart       d842c3fab95aa023458d7c219df0aa578e14e2a6d5c004fd447382721a8015af
lib/core/floating_aura/floating_aura_method_channel.dart                                    10,708 dart       227e7be293032a9bed5c3ebf7b32d37c149d6045f47f3f704c5249698c8de97c
lib/core/floating_aura/floating_aura_overlay_position.dart                                   2,187 dart       933d2fbcff6c4deca03975a626733b3c50b1ec9e7564b98bc7ecd6e6e596f546
lib/core/floating_aura/floating_aura_provider.dart                                          11,164 dart       01a25349d8d17e98624cac3c6ea93c8490b4a4dc749306c022a10c52e17623e5
lib/core/floating_aura/floating_aura_service.dart                                            3,795 dart       78305fa18573e4371f7d2f94c93fd29d83b9fa5448a2859170336bb3406c4520
lib/core/floating_aura/floating_aura_state.dart                                              3,460 dart       8d31c7295b65ac7a8ef094e620a8c7a98687fac1c540f2d951c902570b47ebb5
lib/core/floating_aura/floating_aura_stub_channel.dart                                       2,793 dart       37f97886d262a20c7ef2d5032b17b31d9b80ce7f774991ccbc73f0ca8609f2e0
lib/core/localization/app_en.arb                                                             4,087 arb        5941aee5978129ae2a664e52a94dd7371842cb07d7b901f4d5b06cef32cd34d8
lib/core/localization/app_ku.arb                                                             5,404 arb        b9d36ea6bf1de72aeed39cdc4336bfa293e63fa05aa3d4c5848cb58929f80fc1
lib/core/localization/locale_provider.dart                                                   1,366 dart       a68d42f31fe786c2a4e0a50097a6c36c57e9bd4ecebd2e70e71d0418a986b24f
lib/core/memory/conversation_provider.dart                                                   1,272 dart       ad9c067d85eaac993db63c7f8337c8129783bea96920ece3b99756cac3cb91cd
lib/core/memory/memory_database.dart                                                         2,028 dart       6ad0f67ea77e472c0179c7fdea3b3943e048e9ccda4d9a4fdfe43e9f9cbe12b3
lib/core/memory/memory_repository_impl.dart                                                  1,700 dart       0f940b754e91a789f9e6720b9ae91fb2569d14b1ecd7b072219f8a4431c73eb4
lib/core/memory/memory_service_impl.dart                                                     2,949 dart       b90831b64db4808478ca4fecd5942608cf69e23ecf4781f2ccd359f957febe8f
lib/core/permissions/permission_provider.dart                                                1,535 dart       aec9f78933a8f8d9cbfdea0155049b00cfeda76904968285a0e6ecec3a0a32f7
lib/core/permissions/permission_service.dart                                                 2,203 dart       fae9cc53e1567baff4b7bbabba202df7f9608d6abb7e373545743758aa6052fa
lib/core/providers/phase3_connection_points.dart                                             3,351 dart       d8af69fe7585b36699981f7b69bb55d4e2838b6383425bfdeedef0b5b65f86ab
lib/core/screen_capture/screen_capture_constants.dart                                          938 dart       4f94be94106ff5110fbdf95fe133e651aad258e7007ea334e8f77491ed965685
lib/core/screen_capture/screen_capture_method_channel.dart                                   9,916 dart       5bab86b88d6869fad89a3b0f4c5cba32ca0cf1393243d8a230375d626b6b3f5b
lib/core/screen_capture/screen_capture_provider.dart                                         4,827 dart       2df8e1eb0ced417e22404a5554c708eab902e920c173810bd80068ae80679cbc
lib/core/screen_capture/screen_capture_result.dart                                           3,732 dart       4058c160b3bd809fa9e4b9d36bee76e27b6ad51472e4d684646fc0b48b6dcd3f
lib/core/screen_capture/screen_capture_service.dart                                          2,658 dart       b52057a8b09b69b98cab5686280cd85094ffe2cce902862481648a5b69b2f204
lib/core/screen_capture/screen_capture_state.dart                                            3,021 dart       188957fe5f9793225c62f060f2ee2533f13b753d4c6737978624654a7872f0b3
lib/core/screen_capture/screen_capture_stub_channel.dart                                     2,046 dart       5f9b5af5cf7ee5d11967ec052e6e57d8fc00d9b7a87436f8241791d4a2fb46bd
lib/core/screen_search/search_engine.dart                                                   14,319 dart       147a6363b8b1fa4f4ede462d481faf9526106cb2eeff85ce85b29d51b08c61cc
lib/core/screen_search/search_provider.dart                                                  2,389 dart       a73af29a75670dd22c70ec474155d008d7e7a00d6e4e75083d51f9ba9466770c
lib/core/screen_search/search_result.dart                                                    5,678 dart       9495f0fc697d5b6bcc307ebf75465c758633b4d763ae64bd360cab9a6fcf3bb7
lib/core/screen_search/search_service.dart                                                   1,724 dart       1abe212f742f17c65471fd1cdc37a5d258c4e76c83c39907c8cbc864357a8159
lib/core/screen_search/search_state.dart                                                     3,458 dart       a75b779b34ad054e03f4bd7c248725a75031b996daf16f7b464463d2670c62bb
lib/core/screen_understanding/screen_understanding_engine.dart                              24,760 dart       aef3e5aea137af9c1b2160fda7f6e2a4d261d296be6960f1526a90bd40b28fd0
lib/core/screen_understanding/screen_understanding_provider.dart                             3,490 dart       35935789c75fae2248613c93ff3fa3b7bc1d5b7cefad3239d56f9baee1b24040
lib/core/screen_understanding/screen_understanding_result.dart                              10,109 dart       522cb57c415bba3bf068cbc611ede92dfc844e75505c29cbac90dd38051e73bb
lib/core/screen_understanding/screen_understanding_service.dart                              2,027 dart       a13703329250325b7cb22a77cdd01a9626cdbb4a8a917efe3921bf61edbbc560
lib/core/screen_understanding/screen_understanding_state.dart                                4,652 dart       9a2ae912403148fe9192308e01dc61d9e46c93a505df58bbc7545fd332359f9b
lib/core/security/confirmation_guard.dart                                                    9,190 dart       c443c0c4227016d238534bfa4f184641c12c1464b96ec5da6c367357ea1d22b1
lib/core/security/permission_state.dart                                                      3,137 dart       1e8a5e7d5300c27533bfc3ea2900a78020401955c3e4153c8180eec9940d77a8
lib/core/security/security_messages.dart                                                     7,419 dart       4115db54c1578e5a91d86b063f8a04bdb3bf15141f2de7ff9d736b465d4df8e9
lib/core/security/security_policy.dart                                                      10,687 dart       df66d98b79a3e1b1ebda9a93388a06adfba74cf2cbc0764f6c07d73a5818397f
lib/core/security/security_providers.dart                                                    1,743 dart       0717275b71524a19f845204e561e0f1e28a08c7ba4570fe0d0950f61ef0082fa
lib/core/security/tool_security_gate.dart                                                   20,694 dart       8764c527fe028e29055ed01f490a52ea3bcb0780e547ca12620b91809b3bc4b5
lib/core/theme/app_colors.dart                                                               1,184 dart       78cc71c3a227f911934e4c7838e079a77996d17d8dbe9eeb3365af125a5dad78
lib/core/theme/app_colors_adaptive.dart                                                      4,338 dart       9774a00720575c4acdfb8db252202511e965f91370c15b39a10d9b7002f5176f
lib/core/theme/app_spacing.dart                                                              1,351 dart       7cba232e219f25cd794312afcb76b09aaf8ebf990a3e501abb5858e4bffe3063
